"Notes","County","County Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"Prince Edward County, VA","51147",Suppressed,84141,Suppressed,Suppressed,Suppressed
,"Prince George County, VA","51149",Suppressed,148479,Suppressed,Suppressed,Suppressed
,"Prince William County, VA","51153",12,1640150,0.7,0.4,1.3
,"Pulaski County, VA","51155",Suppressed,93682,Suppressed,Suppressed,Suppressed
,"Roanoke County, VA","51161",Suppressed,279201,Suppressed,Suppressed,Suppressed
,"Rockbridge County, VA","51163",Suppressed,57988,Suppressed,Suppressed,Suppressed
,"Rockingham County, VA","51165",Suppressed,249684,Suppressed,Suppressed,Suppressed
,"Smyth County, VA","51173",Suppressed,83491,Suppressed,Suppressed,Suppressed
,"Spotsylvania County, VA","51177",Suppressed,451996,Suppressed,Suppressed,Suppressed
,"Stafford County, VA","51179",Suppressed,545430,Suppressed,Suppressed,Suppressed
,"Tazewell County, VA","51185",Suppressed,113297,Suppressed,Suppressed,Suppressed
,"Wise County, VA","51195",Suppressed,113841,Suppressed,Suppressed,Suppressed
,"York County, VA","51199",Suppressed,216906,Suppressed,Suppressed,Suppressed
,"Alexandria city, VA","51510",Suppressed,596798,Suppressed,Suppressed,Suppressed
,"Bristol city, VA","51520",Suppressed,48947,Suppressed,Suppressed,Suppressed
,"Charlottesville city, VA","51540",Suppressed,187093,Suppressed,Suppressed,Suppressed
,"Chesapeake city, VA","51550",Suppressed,822285,Suppressed,Suppressed,Suppressed
,"Colonial Heights city, VA","51570",Suppressed,53256,Suppressed,Suppressed,Suppressed
,"Danville city, VA","51590",Suppressed,118316,Suppressed,Suppressed,Suppressed
,"Emporia city, VA","51595",Suppressed,15285,Suppressed,Suppressed,Suppressed
,"Falls Church city, VA","51610",Suppressed,47203,Suppressed,Suppressed,Suppressed
,"Hampton city, VA","51650",Suppressed,453164,Suppressed,Suppressed,Suppressed
,"Hopewell city, VA","51670",Suppressed,70735,Suppressed,Suppressed,Suppressed
,"Lynchburg city, VA","51680",Suppressed,312926,Suppressed,Suppressed,Suppressed
,"Manassas city, VA","51683",Suppressed,143550,Suppressed,Suppressed,Suppressed
,"Martinsville city, VA","51690",Suppressed,37562,Suppressed,Suppressed,Suppressed
,"Newport News city, VA","51700",Suppressed,629935,Suppressed,Suppressed,Suppressed
,"Norfolk city, VA","51710",10,915650,1.1,0.5,2.0
,"Petersburg city, VA","51730",Suppressed,98691,Suppressed,Suppressed,Suppressed
,"Poquoson city, VA","51735",Suppressed,36742,Suppressed,Suppressed,Suppressed
,"Portsmouth city, VA","51740",Suppressed,318942,Suppressed,Suppressed,Suppressed
,"Richmond city, VA","51760",Suppressed,869889,Suppressed,Suppressed,Suppressed
,"Roanoke city, VA","51770",Suppressed,310078,Suppressed,Suppressed,Suppressed
,"Salem city, VA","51775",Suppressed,80599,Suppressed,Suppressed,Suppressed
,"Staunton city, VA","51790",Suppressed,78095,Suppressed,Suppressed,Suppressed
,"Suffolk city, VA","51800",Suppressed,304965,Suppressed,Suppressed,Suppressed
,"Virginia Beach city, VA","51810",Suppressed,1519718,Suppressed,Suppressed,Suppressed
,"Waynesboro city, VA","51820",Suppressed,70630,Suppressed,Suppressed,Suppressed
,"Adams County, WA","53001",Suppressed,63952,Suppressed,Suppressed,Suppressed
,"Benton County, WA","53005",Suppressed,668095,Suppressed,Suppressed,Suppressed
,"Clark County, WA","53011",Suppressed,1627536,Suppressed,Suppressed,Suppressed
,"Cowlitz County, WA","53015",Suppressed,328895,Suppressed,Suppressed,Suppressed
,"Ferry County, WA","53019",Suppressed,18116,Suppressed,Suppressed,Suppressed
,"Grant County, WA","53025",Suppressed,322630,Suppressed,Suppressed,Suppressed
,"Grays Harbor County, WA","53027",Suppressed,211662,Suppressed,Suppressed,Suppressed
,"King County, WA","53033",22,8261434,0.3,0.2,0.4
,"Kitsap County, WA","53035",Suppressed,872446,Suppressed,Suppressed,Suppressed
,"Lewis County, WA","53041",Suppressed,239580,Suppressed,Suppressed,Suppressed
,"Mason County, WA","53045",Suppressed,185733,Suppressed,Suppressed,Suppressed
,"Okanogan County, WA","53047",Suppressed,117908,Suppressed,Suppressed,Suppressed
,"Pierce County, WA","53053",16,3095937,0.5,0.3,0.8
,"Skagit County, WA","53057",Suppressed,379079,Suppressed,Suppressed,Suppressed
,"Snohomish County, WA","53061",13,2788715,0.5,0.2,0.8
,"Spokane County, WA","53063",Suppressed,1759520,Suppressed,Suppressed,Suppressed
,"Stevens County, WA","53065",Suppressed,120033,Suppressed,Suppressed,Suppressed
,"Thurston County, WA","53067",Suppressed,950133,Suppressed,Suppressed,Suppressed
,"Whatcom County, WA","53073",Suppressed,784760,Suppressed,Suppressed,Suppressed
,"Yakima County, WA","53077",Suppressed,814270,Suppressed,Suppressed,Suppressed
,"Berkeley County, WV","54003",Suppressed,404894,Suppressed,Suppressed,Suppressed
,"Cabell County, WV","54011",Suppressed,300904,Suppressed,Suppressed,Suppressed
,"Greenbrier County, WV","54025",Suppressed,89490,Suppressed,Suppressed,Suppressed
,"Hancock County, WV","54029",Suppressed,77445,Suppressed,Suppressed,Suppressed
,"Kanawha County, WV","54039",Suppressed,515168,Suppressed,Suppressed,Suppressed
,"Lewis County, WV","54041",Suppressed,46152,Suppressed,Suppressed,Suppressed
,"McDowell County, WV","54047",Suppressed,48512,Suppressed,Suppressed,Suppressed
,"Mercer County, WV","54055",Suppressed,166013,Suppressed,Suppressed,Suppressed
,"Monongalia County, WV","54061",Suppressed,430461,Suppressed,Suppressed,Suppressed
,"Nicholas County, WV","54067",Suppressed,65629,Suppressed,Suppressed,Suppressed
,"Preston County, WV","54077",Suppressed,101902,Suppressed,Suppressed,Suppressed
,"Putnam County, WV","54079",Suppressed,169058,Suppressed,Suppressed,Suppressed
,"Raleigh County, WV","54081",Suppressed,216596,Suppressed,Suppressed,Suppressed
,"Barron County, WI","55005",Suppressed,123484,Suppressed,Suppressed,Suppressed
,"Brown County, WI","55009",Suppressed,855476,Suppressed,Suppressed,Suppressed
,"Chippewa County, WI","55017",Suppressed,195493,Suppressed,Suppressed,Suppressed
,"Clark County, WI","55019",Suppressed,95055,Suppressed,Suppressed,Suppressed
,"Dane County, WI","55025",Suppressed,2049192,Suppressed,Suppressed,Suppressed
,"Eau Claire County, WI","55035",Suppressed,372932,Suppressed,Suppressed,Suppressed
,"Grant County, WI","55043",Suppressed,168524,Suppressed,Suppressed,Suppressed
,"Green County, WI","55045",Suppressed,104118,Suppressed,Suppressed,Suppressed
,"Iowa County, WI","55049",Suppressed,65894,Suppressed,Suppressed,Suppressed
,"Jackson County, WI","55053",Suppressed,59604,Suppressed,Suppressed,Suppressed
,"Langlade County, WI","55067",Suppressed,47997,Suppressed,Suppressed,Suppressed
,"Manitowoc County, WI","55071",Suppressed,219130,Suppressed,Suppressed,Suppressed
,"Marathon County, WI","55073",Suppressed,403564,Suppressed,Suppressed,Suppressed
,"Marinette County, WI","55075",Suppressed,103855,Suppressed,Suppressed,Suppressed
,"Marquette County, WI","55077",Suppressed,37324,Suppressed,Suppressed,Suppressed
,"Milwaukee County, WI","55079",14,3163222,0.4,0.2,0.7
,"Oneida County, WI","55085",Suppressed,87002,Suppressed,Suppressed,Suppressed
,"Outagamie County, WI","55087",Suppressed,601212,Suppressed,Suppressed,Suppressed
,"Ozaukee County, WI","55089",Suppressed,257977,Suppressed,Suppressed,Suppressed
,"Pepin County, WI","55091",Suppressed,18705,Suppressed,Suppressed,Suppressed
,"Racine County, WI","55101",Suppressed,587556,Suppressed,Suppressed,Suppressed
,"Rock County, WI","55105",Suppressed,499120,Suppressed,Suppressed,Suppressed
,"St. Croix County, WI","55109",Suppressed,288917,Suppressed,Suppressed,Suppressed
,"Sheboygan County, WI","55117",Suppressed,344689,Suppressed,Suppressed,Suppressed
,"Washington County, WI","55131",Suppressed,389096,Suppressed,Suppressed,Suppressed
,"Waukesha County, WI","55133",Suppressed,1180593,Suppressed,Suppressed,Suppressed
,"Winnebago County, WI","55139",Suppressed,561194,Suppressed,Suppressed,Suppressed
,"Big Horn County, WY","56003",Suppressed,32686,Suppressed,Suppressed,Suppressed
,"Carbon County, WY","56007",Suppressed,45198,Suppressed,Suppressed,Suppressed
,"Crook County, WY","56011",Suppressed,18602,Suppressed,Suppressed,Suppressed
,"Fremont County, WY","56013",Suppressed,113610,Suppressed,Suppressed,Suppressed
,"Laramie County, WY","56021",Suppressed,322609,Suppressed,Suppressed,Suppressed
,"Natrona County, WY","56025",Suppressed,254638,Suppressed,Suppressed,Suppressed
,"Park County, WY","56029",Suppressed,80973,Suppressed,Suppressed,Suppressed
,"Platte County, WY","56031",Suppressed,21185,Suppressed,Suppressed,Suppressed
,"Sweetwater County, WY","56037",Suppressed,138987,Suppressed,Suppressed,Suppressed
,"Washakie County, WY","56043",Suppressed,21375,Suppressed,Suppressed,Suppressed
"Total",,,5576,1062904127,0.5,0.5,0.5
"---"
"Dataset: Underlying Cause of Death, 2018-2024, Single Race"
"Query Parameters:"
"Five-Year Age Groups: 15-19 years; 20-24 years; 25-29 years; 30-34 years; 35-39 years; 40-44 years; 45-49 years"
"ICD-10 Codes: A34 (Obstetrical tetanus); O00-O07 (Pregnancy with abortive outcome); O10-O16 (Oedema, proteinuria and"
"hypertensive disorders in pregnancy, childbirth and the puerperium); O20-O29 (Other maternal disorders predominantly related to"
"pregnancy); O30-O48 (Maternal care related to the fetus and amniotic cavity and possible delivery problems); O60-O75"
"(Complications of labour and delivery); O85-O92 (Complications predominantly related to the puerperium); O95 (Obstetric death of"
"unspecified cause); O98.0 (Tuberculosis complicating pregnancy, childbirth and the puerperium); O98.1 (Syphilis complicating"
"pregnancy, childbirth and the puerperium); O98.2 (Gonorrhoea complicating pregnancy, childbirth and the puerperium); O98.3"
"(Other infections with a predominantly sexual mode of transmission complicating pregnancy, childbirth and the puerperium); O98.4"
"(Viral hepatitis complicating pregnancy, childbirth and the puerperium); O98.5 (Other viral diseases complicating pregnancy,"
"childbirth and the puerperium); O98.6 (Protozoal diseases complicating pregnancy, childbirth and the puerperium); O98.7 (Human"
"immunodeficiency [HIV] disease complicating pregnancy, childbirth and the puerperium); O98.8 (Other maternal infectious and"
"parasitic diseases complicating pregnancy, childbirth and the puerperium); O98.9 (Unspecified maternal infectious or parasitic"
"disease complicating pregnancy, childbirth and the puerperium); O99.0 (Anaemia complicating pregnancy, childbirth and the"
"puerperium); O99.1 (Other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"
"complicating pregnancy, childbirth and the puerperium); O99.2 (Endocrine, nutritional and metabolic diseases complicating"
"pregnancy, childbirth and the puerperium); O99.3 (Mental disorders and diseases of the nervous system complicating pregnancy,"
"childbirth and the puerperium); O99.4 (Diseases of the circulatory system complicating pregnancy, childbirth and the"
"puerperium); O99.5 (Diseases of the respiratory system complicating pregnancy, childbirth and the puerperium); O99.6 (Diseases"
"of the digestive system complicating pregnancy, childbirth and the puerperium); O99.7 (Diseases of the skin and subcutaneous"
"tissue complicating pregnancy, childbirth and the puerperium); O99.8 (Other specified diseases and conditions complicating"
"pregnancy, childbirth and the puerperium)"
"Group By: County"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd-expanded.html for more information."
"---"
"Query Date: May 21, 2026 3:31:44 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 2018-2024 on CDC WONDER Online Database, released in 2026. Data are from the Multiple Cause of Death Files,"
"2018-2024, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10-expanded.html on May 21, 2026 3:31:44 PM"
"---"
Messages:
"1. Rows with zero Deaths are hidden, but the Population values in those rows are included in the totals. Use Quick Options above"
"to show zero rows."
"---"
Caveats:
"1. Deaths and population estimates are shown separately from the adjacent counties for Carson City, Nevada (FIPS code 32510)."
"2. Deaths and population estimates are reported separately for Baltimore City (FIPS code 24510) and Baltimore county (FIPS code"
"24005)."
"3. Deaths and population estimates are reported separately for St. Louis City (FIPS code 29510) and county (FIPS code 29189)."
"4. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Assurance of Confidentiality."
"5. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Not Stated."
"6. The method used to calculate 95% confidence intervals is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Confidence-Intervals."
"7. The population figures for year 2024 are single-race estimates of the July 1 resident population, from the Vintage 2024"
"postcensal series released by the Census Bureau on June 27, 2024. The 2024 series is based on the Modified Blended Base produced"
"by the US Census Bureau in lieu of the April 1, 2020 decennial population count. The Modified Blended Base consists of the blend"
"of Vintage 2020 postcensal population estimates for April 1, 2020, 2020 Demographic Analysis Estimates, and 2020 Census data"
"from the internal Census Edited File (CEF). The population figures for year 2023 are single-race estimates of the July 1"
"resident population, from the Vintage 2023 postcensal series released by the Census Bureau on June 27, 2024. The 2023 series is"
"based on the Modified Blended Base produced by the US Census Bureau in lieu of the April 1, 2020 decennial population count. The"
"Modified Blended Base consists of the blend of Vintage 2020 postcensal population estimates for April 1, 2020, 2020 Demographic"
"Analysis Estimates, and 2020 Census data from the internal Census Edited File (CEF). The population figures for years 2022 are"
"single-race estimates of the July 1 resident population, from the Vintage 2022 postcensal series released by the Census Bureau"
"on June 22, 2023. The 2022 series is based on the Modified Blended Base produced by the US Census Bureau in lieu of the April 1,"
"2020 decennial population count. The Modified Blended Base consists of the blend of Vintage 2020 postcensal population estimates"
"for April 1, 2020, 2020 Demographic Analysis Estimates, and 2020 Census data from the internal Census Edited File (CEF). The"
"population figures for years 2021 are single-race estimates of the July 1 resident population, based on the Blended Base"
"produced by the US Census Bureau in lieu of the April 1, 2020 decennial population count, from the Vintage 2021 postcensal"
"series released by the Census Bureau on June 30, 2022. The population figures for year 2020 are single-race estimates of the"
"July 1 resident population, from the Vintage 2020 postcensal series based on April 2010 Census, released by the Census Bureau on"
"July 27, 2021. The population figures for year 2019 are single-race estimates of the July 1 resident population, from the"
"Vintage 2019 postcensal series based on April 2010 Census, released by the Census Bureau on June 25, 2020. The population"
"figures for year 2018 are single-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series based"
"on April 2010 Census, released by the Census Bureau on June 20, 2019. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Population Data."
"8. Connecticut population estimates for 2022 and later years are reported for 9 planning regions as county equivalent areas,"
"instead of the former 8 legacy counties in the Vintage 2022 postcensal series released by the Census Bureau on June 22, 2023,"
"and in the Vintage 2023 postcensal series released by the Census Bureau on June 27, 2024. Populations estimates for the former"
"counties are not available for 2022 and later years. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Connecticut-2022."
"9. After the creation of the final 2023 dataset, North Carolina updated the cause of death information for over 900 death"
"certificates to include a cause of death code indicating drug overdose (ICD-10 underlying cause-of-death codes: X40-X44,"
"X60-X64, X85, and Y10-Y14). Jurisdictions can continue to update death certificates after the closing of the mortality file. As"
"a result, users should consider that the actual death count for drug overdose deaths for North Carolina in 2023 is over 4,400"
"deaths, with a crude rate of approximately 41.0 per 100,000 population, and an age-adjusted rate of approximately 42.1 per"
"100,000 population. These deaths will not be updated on the final mortality datasets."
"10. Changes to cause of death classification affect reporting trends. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#ICD-10 Changes."
